sentence_id,lang,flores_code,text,domain,topic
17,tel,tel_Telu,1200 షెల్ కంపెనీలలో మూడవ వంతు సాధించడానికి డ్యూయిష్ బ్యాంక్  నియంత్రించిందని బ్రిటిష్ వార్తాపత్రిక ది గార్డియన్ సూచించింది.,wikinews,crime
18,tel,tel_Telu,"ప్రపంచవ్యాప్తంగా నిరసనలు, అనేక నేర విచారణలు జరిగాయి, ఐస్లాండ్ మరియు పాకిస్తాన్ ప్రభుత్వాల నాయకులు ఇద్దరూ రాజీనామా చేశారు.",wikinews,crime
19,tel,tel_Telu,"""హాంకాంగ్‌లో పుట్టిన  మా, న్యూయార్క్ విశ్వవిద్యాలయం మరియు హార్వర్డ్ లా స్కూల్‌లో చదువుకున్నారు  మరియు ఒకప్పుడు అమెరికన్ శాశ్వత నివాసి """"గ్రీన్ కార్డ్"""" ను కలిగి ఉన్నారు.""",wikinews,Politics and conflicts
20,tel,tel_Telu,సంక్షోభ సమయంలో మా దేశం విడిచి పారిపోవచ్చని ఎన్నికల సమయంలో హెచ్ సీహ్ చెప్పాడు.,wikinews,Politics and conflicts
21,tel,tel_Telu,"ఫోటోజెనిక్ మా, పదార్ధం కంటే స్టైల్ అని కూడా హ్సీహ్ వాదించాడు.",wikinews,Politics and conflicts
22,tel,tel_Telu,"ఈ ఆరోపణలు ఉన్నప్పటికీ, చైనా ప్రధాన భూభాగంతో సన్నిహిత సంబంధాలను బలపరిచడంలో ఒక వేదికపై మా విజయం సాధించారు.",wikinews,
23,tel,tel_Telu,టుడేస్ ప్లేయర్ ఆఫ్ ది డే అనేది వాషింగ్టన్ క్యాపిటల్స్ కు చెందిన అలెక్స్ ఓవెచ్కిన్.,wikinews,sports
24,tel,tel_Telu,అట్లాంటా థ్రాసర్స్ పై వాషింగ్టన్ 5-3 విజయంలో అతను 2 గోల్స్  2 అసిస్ట్ లను కలిగి ఉన్నాడు.,wikinews,sports
25,tel,tel_Telu,రాత్రి సమయంలో ఒవెచ్కిన్ మొదటి సహాయం రూకీ నిక్లాస్ బ్యాక్ స్ట్రోమ్ చేసిన  గేమ్-విన్నింగ్ గోల్ పై ఉంది;,wikinews,sports
26,tel,tel_Telu,"జరోమిర్ జాగర్ మరియు మ్యారియో లెమియక్స్ ఇద్దరూ ఆ మైలురాయిని చేరుకున్నప్పుడు, రాత్రికి అతని రెండవ గోల్ ఈ సీజన్లో అతని 60వది, 1995-96 నుండి ఒక సీజన్లో 60 లేదా అంతకంటే ఎక్కువ గోల్స్ చేసిన మొదటి ఆటగాడిగా పేరు గాంచాడు.",wikinews,sports
27,tel,tel_Telu,2008 400 మంది రిచెస్ట్ అమెరికన్స్ జాబితాలో 2.3 బిలియన్ డాలర్ల సంపాదనతో బాటెన్ 190వ స్థానంలో నిలిచింది.,wikinews,Television
28,tel,tel_Telu,అతను 1950లో వర్జీనియా విశ్వవిద్యాలయం యొక్క కాలేజ్ ఆఫ్ ఆర్ట్స్ & సైన్సెస్ నుండి పట్టభద్రుడయ్యాడు మరియు ఆ సంస్థకు గణనీయమైన దాత.,wikinews,Television
29,tel,tel_Telu,అల్లర్ల సమయంలో ఇరాక్ లోని  అబూ ఘ్రెయిబ్ జైలుకు నిప్పు అంటించారు.,wikinews,crime
30,tel,tel_Telu,U.S. దళాలు స్వాధీనం చేసుకున్న తరువాత అక్కడ ఖైదీ వేధింపులను కనుగొనడంతో జైలు అపఖ్యాతి కి గురయింది.,wikinews,crime
31,tel,tel_Telu,"2008 సింగపూర్ గ్రాండ్ ప్రిక్స్​లో ఫెర్నాండో అలోన్సో కోసం పిట్ స్టాప్ చేసిన తరువాత పికెట్ జూనియర్ క్రాష్ అయ్యాడు, భద్రతా కారును బయటకు తీసుకువచ్చారు.",wikinews,crime
32,tel,tel_Telu,"అలోన్సో ముందున్న కార్లు సేఫ్టీ కారు కింద ఇంధనం కోసం వెళ్తోంటే, అతను విజయం కోసం ప్యాక్ పైకి వెళ్లాడు.",wikinews,crime
33,tel,tel_Telu,2009 హంగేరియన్ గ్రాండ్ ప్రిక్స్ తరువాత పిక్వెట్ జూనియర్ ను తొలగించారు.,wikinews,crime
34,tel,tel_Telu,సరిగ్గా  ఉదయం 8:46 గంటలకు మొదటి జెట్ దాని లక్ష్యాన్ని తాకిన క్షణంలో నగరం అంతా నిశబ్దంగా మారిపోయింది.,wikinews,accident
35,tel,tel_Telu,రాత్రిపూట ఆకాశం వైపు ప్రకాశింపచేయడానికి 2 కాంతి కిరణాలు అమర్చబడ్డాయి.,wikinews,accident
36,tel,tel_Telu,"సైట్ దగ్గర ఐదు కొత్త స్కై‌స్కేపర్ల నిర్మాణం జరుగుతోంది, మధ్యలో ఒక రవాణా కేంద్రం మరియు  స్మారక ఉద్యానవనం ఉన్నాయి.",wikinews,accident
37,tel,tel_Telu,"పిబిఎస్ షోకు రెండు-డజనుకు పైగా ఎమ్మీ అవార్డులు ఉన్నాయి, మరియు అది సిసేమ్ స్ట్రీట్ మరియు మిస్టర్ రోజర్స్ కంటే తక్కువే నడిచింది.",wikinews,television
38,tel,tel_Telu,ప్రదర్శన యొక్క ప్రతి ఎపిసోడ్ ఒక నిర్దిష్ట పుస్తకంలోని ఒక నేపథ్యంపై దృష్టి కేంద్రీకరిస్తుంది తరువాత బహుళ కథల ద్వారా ఆ నేపథ్యమును అన్వేషిస్తాము.,wikinews,television
39,tel,tel_Telu,ప్రతి ప్రదర్శన కూడా పిల్లలు వారి లైబ్రరీకి వెళ్ళినప్పుడు చూడాల్సిన పుస్తకాల కోసం సిఫార్సులు కూడా అందిస్తుంది.,wikinews,television
40,tel,tel_Telu,"""""""WNED బఫెలో (రెయిన్ బో యొక్క హోమ్ స్టేషన్ ను చదవడం) నుండి జాన్ గ్రాంట్ ఇలా అన్నాడు"""""""" రెయిన్ బో చదవడం పిల్లలకు ఎందుకు చదవాలో పిల్లలకు నేర్పించింది,... చదవడ౦ లోని ప్రేమ — [ప్రదర్శన] పిల్లలను ఒక పుస్తక౦ ఎ౦పిక చేసుకోవడానికి, చదవమని ప్రోత్సహి౦చేది.""""""""""""""",wikinews,television
41,tel,tel_Telu,"నిధుల కొరత మరియు విద్యా టెలివిజన్ ప్రోగ్రామింగ్ యొక్క తత్వంలో మార్పు, ఈ రెండూ సిరీస్‌ను ముగించడానికి దోహదపడ్డాయి అని జాన్ గ్రాంట్‌తో సహా కొందరు నమ్ముతారు.",wikinews,television
42,tel,tel_Telu,"కేప్ వెర్డే దీవులకు పశ్చిమాన 645 మైళ్ల (1040 కిలోమీటర్లు) దూరంలో ఉన్న ఈ తుఫాను, ఏదైనా భూ భాగపు ప్రాంతాలను బెదిరించే ముందు, అది అంతరి౦చిపోయే అవకాశ౦ ఉ౦ది అని వాతావరణ నిపుణులు చెబుతున్నారు.",wikinews,disaster
43,tel,tel_Telu,ఫ్రెడ్ ప్రస్తుతం గంటకు 105 మైళ్ల వేగంతో (165 కి.మీ./గం) గాలులు వీచి వాయువ్య దిశ వైపు కదులుతోంది.,wikinews,disaster
44,tel,tel_Telu,ఉపగ్రహం నుండి అందిన చిత్రాల ప్రకారం అట్లాంటిక్‌లో ఫ్రెడ్ మాత్రమే ఇప్పటివరకు దక్షిణ మరియు తూర్పున నమోదైన బలమైన ఉష్ణమండల తుఫాను మరియు 35°W తూర్పున నమోదైన మూడవ అతి పెద్ద తుఫాను.,wikinews,disaster
45,tel,tel_Telu,"సెప్టెంబరు 24 1759 న ఐర్లాండ్ లోని డబ్లిన్ లో ఉన్న సెయింట్ జేమ్స్ గేట్ బ్రూవరీ కోసం 9,000 సంవత్సరాల లీజుకు ఆర్థర్ గిన్నిస్ సంతకం చేశారు.",wikinews,culture
46,tel,tel_Telu,"250 సంవత్సరాల తరువాత, గిన్నిస్ ప్రతి సంవత్సరానికి 10 బిలియన్ యూరోలతో (US$ 14.7 బిలియన్) ప్రపంచ వ్యాపారంగా ఎదిగింది.",wikinews,culture
47,tel,tel_Telu,"A1GP న్యూజిలాండ్ జట్టుకు సహ డ్రైవర్ అయిన జానీ రీడ్, ఈ రోజు చట్టబద్దంగా న్యూజిలాండ్‌లోని 48 సంవత్సరాల చరిత్ర గల ఆక్లాండ్ హార్బర్ వంతెనపై వేగంగా డ్రైవింగ్ చేసి చరిత్ర సృష్టించాడు.",wikinews,Sports
48,tel,tel_Telu,"మిస్టర్ రీడ్ న్యూజిలాండ్‌కు చెందిన A1GP కారు, Black Beautyను వంతెనపై 7 సార్లు 160km/h వేగంతో నడిపించగలిగాడు.",wikinews,Sports
49,tel,tel_Telu,"Black Beauty ఎంత తక్కువ వేగంతో వెళుతుందని తెలిసినప్పటికీ, మిస్టర్ రీడ్ ఎంత వేగంగా వెళ్తున్నాడో చూడటానికి న్యూజిలాండ్ పోలీసులు తమ స్పీడ్ రాడార్ తుపాకులను ఉపయోగించడంలో ఇబ్బంది పడ్డారు, మరియు మిస్టర్ రీడ్‌ కారు వేగాన్ని 160km/hకు తగ్గించినప్పుడు మాత్రమే పోలీసులు అతన్ని పట్టుకోగలరు.",wikinews,Sports
50,tel,tel_Telu,"గత 3 నెలల్లో, సెంట్రల్ బుకింగ్ సదుపాయం నుంచి 80 మంది అరెస్ట్ లు లాంఛనప్రాయంగా ఛార్జ్ చేయబడకుండా విడుదల చేయబడ్డాయి.",wikinews,Crime and Law
51,tel,tel_Telu,"ఈ ఏడాది ఏప్రిల్ లో, కోర్టు కమిషనర్ ద్వారా విచారణ పొందని 24 గంటల కంటే ఎక్కువ సమయం ఉన్న వారిని విడుదల చేసే సదుపాయాన్ని అమలు చేసే సౌకర్యాన్ని జడ్జి గ్లిన్ జారీ చేశారు.",wikinews,Crime and Law
52,tel,tel_Telu,"ఒకవేళ మంజూరు చేసినట్లయితే, కమిషనర్ బెయిల్ సెట్ చేసి, అరెస్ట్ చేసిన అధికారి ద్వారా దాఖలు చేయబడ్డ అభియోగాలను లాంఛనప్రాయంగా లాంఛనప్రాయంగా నమోదు చేస్తుంది. ఆ తర్వాత కేసు ను ట్రాక్ చేసే రాష్ట్ర కంప్యూటర్ వ్యవస్థలోకి ఛార్జీలను నమోదు చేస్తున్నారు.",wikinews,Crime and Law
53,tel,tel_Telu,ఈ విచారణ వేగవంతమైన న్యాయవిచారణకు నిందితుడికి ఉన్న హక్కు కోసం కూడా తేదీని సూచిస్తుంది.,wikinews,Crime and Law
54,tel,tel_Telu,ఆస్ట్రేలియా కోశాధికారి మరియు  ప్రధాన మంత్రి జాన్ హోవార్డ్ తరువాత లిబరల్ పార్టీ నాయకుడిగా వచ్చే అవకాశం ఉన్న పీటర్ కాస్టెల్లో ఆస్ట్రేలియాలో అణు విద్యుత్ పరిశ్రమకు తన మద్దతును ప్రకటించారు .,wikinews,Politics
55,tel,tel_Telu,"అణు విద్యుత్ ఉత్పత్తి ఆర్థికంగా సాధ్యం అయినప్పుడు, మిస్టర్ కోస్టెల్లో ఆస్ట్రేలియా దాని ఉపయోగాన్ని కొనసాగించాలని  అన్నారు.",wikinews,Politics
56,tel,tel_Telu,"""""""""""""""అది వాణిజ్యపరంగా మారితే, మనం దానిని కలిగి ఉండాలి. అంటే అణుశక్తివిషయంలో ఎలాంటి సూత్రప్రాయమైన అభ్యంతరం లేదు'' అని మిస్టర్ కోస్టెల్లో తెలిపారు.""""""",wikinews,Politics
57,tel,tel_Telu,"""Ansa ప్రకారం, """"ఇటలీలో ఇద్దరు పెద్ద మాఫియా లీడర్‌లను అరెస్ట్ చేసిన తర్వాత పూర్తి స్థాయి వరుస యుద్ధాలకి దారి తీస్తుందని వారు భయపడ్డారు.""",wikinews,Crime and Law
58,tel,tel_Telu,"లో పికోలో పాలెర్మోలో అతను నిరూపించబడిన జానో యొక్క కుడి-చేతి వ్యక్తి ఎందుకంటే అతను పై చేయి కలిగి ఉన్నాడు మరియు అతని గొప్ప అనుభవం పాత తరం బాస్ ల గౌరవాన్ని గెలుచుకుంది, ఎందుకంటే వారి పవర్ నెట్వర్క్ ను బలోపేతం చేసేటప్పుడు వారు సాధ్యమైనంత తక్కువ ఉంచాలనే Provenzano యొక్క విధానాన్ని అనుసరించారు.",wikinews,Crime and Law
59,tel,tel_Telu,"""""""1992లో మాఫియా క్రుసేడర్లు గియోవన్నీ ఫాల్కోన్ మరియు పావోలో బోర్సెల్లీనో ల ప్రాణాలను బలిగొన్న రాజ్యానికి వ్యతిరేకంగా రైనా-ఆధారిత యుద్ధానికి ముగింపు పలకడానికి ఈ యజమానులు Provenzano ద్వారా తిరిగి వచ్చింది.""""""""""""""",wikinews,Crime and Law
60,tel,tel_Telu,యాపిల్ సీఈవో స్టీవ్ జాబ్స్ వేదికపైకి వచ్చి ఐఫోన్ ను తన జీన్స్ జేబులో నుంచి తీసి బయటకు తీసి డివైస్ ను ఆవిష్కరించారు.,wikinews,Economy and business
61,tel,tel_Telu,"""""""తన 2 గంటల ప్రసంగంలో ఆయన ఇలా పేర్కొన్నారు"""" ఈ రోజు యాపిల్ ఫోన్ ను తిరిగి ఆవిష్కరించి, ఈ రోజు చరిత్ర చేయబోతున్నాను"""" అని అన్నాడు.""",wikinews,Economy and business
62,tel,tel_Telu,"ఈ భూమిపై అతిపెద్ద రోమన్ క్యాథలిక్ దేశం బ్రెజిల్, మరియు రోమన్ క్యాథలిక్ చర్చి దేశంలో స్వలింగ వివాహం చట్టబద్ధం చేయడాన్ని నిరంతరం వ్యతిరేకించింది.",wikinews,Crime and Law
63,tel,tel_Telu,"బ్రెజిల్ యొక్క నేషనల్ కాంగ్రెస్ 10 సంవత్సరాలుగా చట్టబద్ధతపై చర్చించింది, మరియు ఇటువంటి పౌర వివాహాలు ప్రస్తుతం రియో ​​గ్రాండే దో సుల్ లో మాత్రమే చట్టబద్ధమైనవి.",wikinews,Crime and Law
64,tel,tel_Telu,"అసలు బిల్లు సావో పాలో మాజీ మేయర్ మార్టా సుప్లికీచే ముసాయిదా చేయబడింది. ప్రతిపాదిత చట్టం, సవరించబడిన తదనంతరం, ఇప్పుడు రాబర్టో జెఫర్సన్ చేతిలో కలదు.",wikinews,Crime and Law
65,tel,tel_Telu,నిరసనకారులు నవంబర్ లో జాతీయ కాంగ్రెస్ కు సమర్పించడానికి 1.2 మిలియన్ ల సంతకాలతో ఒక పిటిషన్ ను సేకరించవచ్చని భావిస్తున్నారు.,wikinews,Crime and Law
66,tel,tel_Telu,"అనేక కుటుంబాలు స్వాధీనపరచుకోవాలని చేసిన  పోరాటంలో న్యాయ సహాయం కోరుతున్నట్లు స్పష్టంగా తెలిసాకా, హౌసింగ్ కుంభకోణం బాధితుల కోసం ఈస్ట్ బే కమ్యూనిటీ లా సెంటర్ లో మార్చి 20న ఒక సమావేశం జరిగింది.",wikinews,Crime and Law
67,tel,tel_Telu,"అద్దెకు ఉండేవారు తమకు జరిగిన వాటిని పంచుకోవడం ప్రారంభించినప్పుడు, వారిలో చాలా కుటుంబాలు OHAకి చెందిన Carolyn Wilson తమ భద్రతా నిక్షేపాలను దొంగిలించి, పట్టణం నుండి వెళ్లిపోయారని హఠాత్తుగా గ్రహించారు.",wikinews,Crime and Law
68,tel,tel_Telu,"లాక్వుడ్ గార్డెన్స్ వద్ద అద్దెదారులు మరో 40 కుటుంబాలు లేదా అంతకంటే ఎక్కువ కుటుంబాలు బహిష్కరణను ఎదుర్కోవలసి ఉంటుందని నమ్ముతున్నారు, ఎందుకంటే  గృహ కుంభకోణంలో చిక్కుకుని ఉండవచ్చని ఓక్లాండ్ లోని ఇతర పబ్లిక్ హౌసింగ్ ఆస్తులను కూడా ఒహ పోలీసులు పరిశీలిస్తున్నారని వారు తెలుసుకున్నారు.",wikinews,Crime and Law
69,tel,tel_Telu,"Maui War Memorial Stadiumలో 9000 మంది హాజరు కాబోయే ప్రదర్శనను బ్యాండ్ రద్దు చేసింది, అలాగే అభిమానులకు క్షమాపణలు చెప్పింది.",wikinews,Crime and Law
70,tel,tel_Telu,"బ్యాండ్ యొక్క నిర్వహణ సంస్థ, HK మేనేజ్మెంట్ ఇంక్., వారు సెప్టెంబరు 20న రద్దు చేసినప్పుడు ఎటువంటి ప్రాథమిక కారణాన్ని చెప్పలేదు, కానీ మరుసటి రోజు నాటికి లాజిస్టిక్ కారణాలను చూపించింది.",wikinews,Crime and Law
71,tel,tel_Telu,"ప్రసిద్ధ గ్రీకు న్యాయవాదులు Sakis Kechagioglou, George Nikolakopoulosలను Athensలోని Korydallus జైలులో ఖైదు చేసారు, ఎందుకంటే వారు అవినీతి అక్రమార్జనకు పాల్పడినట్లు తేలింది.",wikinews,Crime and Law
72,tel,tel_Telu,"దీని ఫలితంగా, గత సంవత్సరాలలో న్యాయమూర్తులు, న్యాయవాదులు, వకీలులు చేసిన చట్టవిరుద్ధ చర్యలను బహిర్గతం చేయడం ద్వారా గ్రీకు న్యాయ సమాజంలో ఒక పెద్ద కుంభకోణం బయటపడింది.",wikinews,Crime and Law
73,tel,tel_Telu,"""""""కొన్ని వారాల క్రితం, పాత్రికేయుడు మాకిస్ ట్రియాంటాఫైలోపౌలోస్ ప్రచురించిన సమాచారం తరువాత, ఆల్ఫా TVలో తన పాపులర్ టెలివిజన్ షో """"""""జౌంగ్లా""""""""లో పార్లమెంటు సభ్యుడు మరియు న్యాయవాది అయిన పెట్రోస్ మాంట్యూలోస్ తన కార్యాలయంలో నిస్సంహించిన అవినీతి మరియు అవినీతిలో పాలుపంచుకున్నందున అతని కార్యాలయ సభ్యులు విడిపింపబడ్డారు.""""""",wikinews,Crime and Law
74,tel,tel_Telu,"అ౦తేకాక, అవినీతి, దిగజారిన ప్రవర్తనకు పాల్పడినట్లు గారుజువైన ౦దున టాప్ జడ్జి ఇవా౦జెలోస్ కలౌసిస్ జైల్లో ఉ౦టాడు.",wikinews,Crime and Law
75,tel,tel_Telu,"జీవితం ఎప్పుడు ప్రారంభమవుతుందనే దాని గురించి తాను  నమ్మేది  చెప్పడానికి  రాబర్ట్స్ నిరాకరించారు, గర్భస్రావం యొక్క నైతిక విలువలను పరిగణనలోకి తీసుకునేటప్పుడు ఒక ముఖ్యమైన ప్రశ్న గురించి  వాస్తవ కేసుల యొక్క నిర్దిష్టతల గురించి వ్యాఖ్యానించడం అనైతికమని చెప్పారు.",wikinews,Politics
76,tel,tel_Telu,"""అయినప్పటికీ, రో వి. వేడ్ """"సుప్రీంకోర్టు తీర్పుల యొక్క ప్రాముఖ్యతను నొక్కిచెప్పే """"భూమి యొక్క స్థిర చట్టం"""", అని తన మునుపటి ప్రకటనను పునరుద్ఘాటించాడు.""",wikinews,Politics
77,tel,tel_Telu,"అతను కూడా అతను గోప్యతా హక్కుపై నమ్మకం కలిగి ఉన్నట్లు కూడా ధ్రువీకరించాడు, ఇది రో నిర్ణయం ఆధారపడి ఉంటుంది.",wikinews,Politics
78,tel,tel_Telu,"Maroochydore పాయింట్ల పట్టికలో అగ్రస్థానంలో ఉన్నారు, 6 పాయింట్‌లతో Noosa రెండో స్థానంలో నిలిచారు.",wikinews,Sport
79,tel,tel_Telu,"ప్రధాన సెమీ ఫైనల్ లో ఇరుజట్లు తలపపంచుకోగా, నూసా 11 పాయింట్లతో విజేతలను మట్టికరిపించింది.",wikinews,Sport
80,tel,tel_Telu,మారూచిడోర్ ప్రిలిమినరీ ఫైనల్లో కాబూల్చర్‌ను ఓడించాడు.,wikinews,Sport
81,tel,tel_Telu,"Hesperonychus elizabethae, Dromaeosauridae కుటుంబానికి చెందిన ఒక జాతి, Velociraptor యొక్క తర్వాతి తరంకు చెందిన డైనోసార్.",wikinews,science
82,tel,tel_Telu,"పూర్తిగా ఈకలు, వెచ్చని రక్త౦తో ఉన్న ఈ పక్షి వెలోసిరాప్టర్ లా౦టి రెండు కాళ్లపై నిటారుగా నడిచి౦దని విశ్వసి౦చబడి౦ది.",wikinews,science
83,tel,tel_Telu,"""""""దాని రెండవ పంజా పెద్దదిగా ఉంది, దీని పేరు """"""""పశ్చిమ పంజా"""""""" అని అర్ధం.""""""",wikinews,Science
84,tel,tel_Telu,"మంచుతో పాటు, తీవ్రమైన వాతావరణ పరిస్థితులు సహాయక చర్యలకు ఆటంకం కలిగిస్తున్నాయి.",wikinews,Weather
85,tel,tel_Telu,పిట్ మాన్ వచ్చే వారం వరకు పరిస్థితులు మెరుగుపడవని సూచించాడు.,wikinews,Weather
86,tel,tel_Telu,"ప్యాక్ మంచు మొత్తం మరియు మందం, పిట్మాన్ ప్రకారం, గత 15 ఏళ్లలో సీలర్లకు ఇది చాలా దారుణంగా ఉంది.",wikinews,Weather
87,tel,tel_Telu,జెఫ్ వీజ్ కు అంత్యక్రియలు మరియు తొమ్మిది మంది బాధితుల్లో ముగ్గురు మార్చి 21న జరిగిన స్కూలు కాల్పులకు సంబంధించి మరో విద్యార్థి అరెస్టు చేయబడ్డారని రెడ్ లేక్ కమ్యూనిటీలో నేడు వార్తలు వ్యాపించాయి.,wikinews,Crime and law
88,tel,tel_Telu,"అధికారులు నేటి అరెస్ట్‌ ధ్రువీకరణ గురించి తప్ప, అధికారికంగా ఎక్కువ సమాచారం ఇవ్వలేదు.",wikinews,Crime and law
89,tel,tel_Telu,"అయితే, దర్యాప్తుకు సంబంధించిన ఒక ఆధారం, ఇది రెడ్ లేక్ ట్రైబల్ ఛైర్మన్ ఫ్లాయిడ్ జౌర్డాన్ యొక్క 16 సంవత్సరాల తనయుడు లూయిస్ జోర్డాన్ అని మిన్నియాపాలిస్ స్టార్-ట్రిబ్యూన్ కు తెలిపింది.",wikinews,Crime and law
90,tel,tel_Telu,ఈ సమయంలో ఎలాంటి ఆరోపణలు మోపబడతందో లేదా అధికారులు బాలుడికి దారి తీసిందో తెలియదు కానీ జువెనైల్ ప్రొసీడింగ్స్ ఫెడరల్ కోర్టులో ప్రారంభమయ్యాయి.,wikinews,Crime and law
91,tel,tel_Telu,"మరో ఎన్నికల ఖర్చు, భద్రత ప్రమాదం నుండి ఆఫ్ఘన్లు కాపాడేందుకు అధికారులు ఎన్నికలను రద్దు చేయాలని నిర్ణయించినట్లు లోదిన్ తెలిపారు.",wikinews,Politics
92,tel,tel_Telu,ఆఫ్ఘన్ రాజ్యాంగంలో నిర్బ౦ద౦గా ఉ౦డడ౦ అనవసర౦గా ఉ౦దని నిర్ణయి౦చుకోవడానికి తగిన స౦దిగ్దత ఉ౦దని దౌత్యాధికారులు చెప్పారు.,wikinews,Politics
93,tel,tel_Telu,"ఇది మునుపటి రిపోర్ట్‌లకు విరుద్ధంగా ఉంది, ఇది రెండవ దశ ఎన్నికలను రద్దు చేయడం రాజ్యాంగానికి విరుద్ధమని పేర్కొంది.",wikinews,Politics
94,tel,tel_Telu,ఎయిర్ క్రాఫ్ట్ Irkutsk వైపు వెళ్ళింది మరియు అది లోపల ఉన్న ట్రూప్‌ల చేత నడపబడుతూ ఉంది.,wikinews,Tragety
95,tel,tel_Telu,విచారణ కోసం ఒక విచారణ ఏర్పాటు చేశారు.,wikinews,Tragety
96,tel,tel_Telu,"1970 ల నుండి రష్యన్ మరియు సోవియట్ సైనిక దళం రెండింటిలో Il-76 ప్రధాన భాగంగా ఉంది, మరియు గత నెలలో రష్యాలో ఇప్పటికే ఒక తీవ్రమైన దుర్ఘటన ను చూసింది.",wikinews,Tragety
97,tel,tel_Telu,"అక్టోబర్ 7న టేకాఫ్ అయిన సమయంలో ఒక ఇంజిన్ ను వేరు చేసి, ఎలాంటి గాయాలు లేకుండా చేశారు. ఆ ప్రమాదం తర్వాత రష్యా క్లుప్తంగా Il-76s ను నేలమట్టం చేసింది.",wikinews,Tragety
98,tel,tel_Telu,800 మైళ్ళ ట్రాన్స్ అలాస్కా పైప్ లైన్ సిస్టమ్ అలాస్కాలోని  ఫెయిర్ బ్యాంక్స్ కి దక్షిణంగా వేలాది బ్యారెల్స్ ముడి చమురు లీకైన తరువాత  మూసివేయబడింది.,wikinews,Disaster
99,tel,tel_Telu,రొటీన్ ఫైర్ కమాండ్ సిస్టమ్ టెస్ట్ తరువాత పవర్ విఫలం కావడం వల్ల రిలీఫ్ వాల్వ్ లు తెరుచుకున్నాయి   మరియు ఫోర్ట్ గ్రీలీ పంప్ స్టేషన్ 9 దగ్గర  ముడి చమురు ఎక్కువగా పొంగింది.,wikinews,Disaster
100,tel,tel_Telu,"వాల్వులు తెరుచుకోవడం వల్ల సిస్టమ్ లో ప్రెషర్ విడుదలయ్యింది మరియు ఆయిల్  ప్యాడ్ మీదుగా 55,000 బ్యారెల్స్ (2.3 మిలియన్ గ్యాలన్లు) నిల్వచేయగల ట్యాంకులోకి ప్రవహించింది.",wikinews,Disaster
101,tel,tel_Telu,"బుధవారం మధ్యాహ్నం నాటికి, ట్యాంకు వెంట్ లు ఇప్పటికీ ట్యాంకు లోపల థర్మల్ విస్తరణ నుంచి లీక్ అయి ఉండవచ్చు.",wikinews,Disaster
102,tel,tel_Telu,"ట్యాంక్‌ల కింద ఉండే 104,500 బారెల్స్‌ను ఉంచగలిగే సామర్థ్యం కలిగిన రెండవ కంటైన్‌మెంట్ ఏరియా దాని సామర్థ్యానికి తగినట్లుగా ఇంకా పూర్తిగా నింపబడలేదు.",wikinews,Disaster
103,tel,tel_Telu,"ఈ వ్యాఖ్యలు టెలివిజన్ లో ప్రత్యక్షప్రసారం, సీనియర్ ఇరాన్ వర్గాలు ఈ ఆంక్షల ప్రభావం ఏమైనా ఉన్నాయని అంగీకరించడం ఇదే మొదటిసారి.",wikinews,Politics
104,tel,tel_Telu,"వాటిలో ఆర్థిక ఆంక్షలు మరియు ముడి చమురు ఎగుమతిపై యూరోపియన్ యూనియన్‌కు నిషేధం ఉన్నాయి, దీని నుండి ఇరాన్ ఆర్థిక వ్యవస్థ దాని విదేశీ ఆదాయంలో 80% పొందుతుంది.",wikinews,Politics
105,tel,tel_Telu,"తన అత్యంత ఇటీవల నెలవారీ నివేదికలో, క్రూడాయిల్ ఎగుమతులు రోజుకు 2.8 మిలియన్ బ్యారల్స్ వద్ద రెండు దశాబ్దాల కనిష్ట స్థాయికి పడిపోయాయని ఒపెక్ పేర్కొంది.",wikinews,Politics
106,tel,tel_Telu,"""""""1979లో ఇరాన్ ఇస్లామిక్ ఉద్యమానికి ముందు నుండి ఆయిల్ మీద ఆధారపడటం """"ఒక ఉచ్చు"""" అని, దాని నుండి దేశం స్వత్రంత్రం పొందాలని"""" ఆ దేశ అత్యుత్తమ నాయకుడు అయతోల్లా అలీ ఖమేనీ వర్ణించారు.""",wikinews,Politics
107,tel,tel_Telu,"క్యాప్సూల్ భూమికి దగ్గరగా వచ్చి వాతావరణంలోకి ప్రవేశించినప్పుడు, సుమారు ఉదయం 5 గంటల (తూర్పు సమయం) సమయంలో, ఇది ఉత్తర కాలిఫోర్నియా, ఒరెగాన్, నెవాడా మరియు ఉతాలోని ప్రజలకి లైట్ షో ప్రదర్శిస్తుందని ఊహించబడింది.",wikinews,Science
108,tel,tel_Telu,ఆ క్యాప్సూల్ ఆకాశంలో వెళ్ళే ఉల్క లాగా కనిపిస్తుంది.,wikinews,Science
109,tel,tel_Telu,"ఈ క్యాప్సూల్ ఒక సెకనుకు 12.8 km లేదా 8 miles వేగంతో ప్రయాణిస్తుంది, 1 నిమిషంలో అత్యధిక వేగంతో ఇది San Francisco నుండి Los Angelesకు చేరుకోగలదు.",wikinews,Science
110,tel,tel_Telu,"అపోలో ఎక్స్ కమాండ్ మాడ్యూల్ తిరిగి వచ్చినప్పుడు 1969 మేలో నెలకొల్పిన మునుపటి రికార్డును బద్దలు కొట్టి, స్టార్‌డస్ట్ భూమికి తిరిగి వచ్చిన వేగవంతమైన అంతరిక్ష నౌకగా కొత్త ఆల్-టైమ్ రికార్డ్‌ను నెలకొల్పుతుంది.",wikinews,Science
